,NAME,ONLINE_ORDER,BOOK_TABLE,RATE,DISH_LIKED,APPROX_COST(FOR TWO PEOPLE)
50255,Cupcake Bliss,Yes,No,3.5 /5,"Rajma, Dal Makhani, Paneer Thali",250
50256,Chai Point,Yes,No,3.9 /5,"Poha, Samosa, Ginger Chai, Ginger Tea, Banana Cake, Cake Rusk, Coffee",250
50258,Daily Sushi,Yes,No,3.8 /5,"Ramen, Noodles, Salmon Sushi",900
50260,Brooks 37,Yes,Yes,4.1 /5,"Pizza, Fish, Galauti Kebab, Jalapeno Cheeseballs, Lamb, Long Island Iced Tea, Cocktails",1000
50262,Red Rhino,Yes,Yes,4.4 /5,"Beer, Margarita, Long Island Iced Tea, Cocktails, Pizza, Churros, Mocktails",1700
50263,One For The Road,Yes,Yes,4.1 /5,"Cocktails, Pasta, Fish",1200
50265,Bombay Sandwich Company,Yes,No,3.4 /5,"Cocktails, Pasta, Fish",400
50266,Punjab Grill,Yes,No,4.8 /5,"Kulfi, Lunch Buffet, Murgh Lababdar, Kadhai Paneer, Dahi Kebab, Lassi, Butter Chicken",2000
50267,Khan Saheb Grills and Rolls,Yes,No,3.8 /5,"Rolls, Chicken Tikka Roll, Chicken Bhuna Roll, Biryani, Lassi, Paneer Bhurji Roll, Beda Roti",400
50268,Spicy Onion,Yes,No,3.6 /5,"Rolls, Chicken Tikka Roll, Chicken Bhuna Roll, Biryani, Lassi, Paneer Bhurji Roll, Beda Roti",400
50270,WOW! Momo,Yes,No,2.9 /5,"Chocolate Momos, Fried Momo",400
50271,Chili's American Grill & Bar,Yes,No,4.6 /5,"Tex Mex, Burgers, Chaap, Cocktails, Chaat, Mushroom Soup, Pork Ribs",1400
50272,Chef Baker's,Yes,No,4.0 /5,"Burgers, Salads, Pizza, Sandwiches, Pesto Pasta, Pasta Alfredo, Chocolate Brownie Bowl",450
50274,Krispy Kreme,Yes,No,4.0 /5,"Donut, Filter Coffee, Chocolate Doughnut, Custard",300
50275,Sree Krishna Kafe,Yes,No,3.7 /5,"Donut, Filter Coffee, Chocolate Doughnut, Custard",200
50276,Hyderabad Biryani,Yes,No,3.2 /5,"Hyderabadi Biryani, Mutton Biryani",600
50277,Biriyani Section,Yes,No,3.7 /5,"Hyderabadi Biryani, Mutton Biryani",300
50278,Techies Kitchen,Yes,No,3.5 /5,"Chicken Biryani, Aloo Paratha",400
50284,Healthie,Yes,No,3.9 /5,"Sandwiches, Rice Bowl, Chicken Grill",600
50285,Estaa Sweets,Yes,No,3.5 /5,"Sandwiches, Rice Bowl, Chicken Grill",300
50286,Hottey Smokey,Yes,No,3.8 /5,"Chicken Shashlik, Pasta, Veg Sizzler",500
50288,Artinci Artisanal Ice Cream,Yes,No,4.0 /5,"Vanilla Ice Cream, Hot Chocolate Fudge, Chocolate Icecreams",300
50291,Lassi Corner,Yes,No,3.3 /5,"Vanilla Ice Cream, Hot Chocolate Fudge, Chocolate Icecreams",200
50292,Bobacha,Yes,No,4.1 /5,"Waffles, Fruit Tea, Pearl Milk Tea",300
50294,Abhiruchi Andhra Mess,Yes,No,3.1 /5,Chicken Biryani,300
50295,Mad Over Donuts,Yes,No,4.2 /5,"Donut, Coffee, Cup Cake, Choco Bomb, Waffles, Chocolate Decadence, Melted Chocolate",450
50296,Bowl N Biryani,Yes,No,3.3 /5,"Donut, Coffee, Cup Cake, Choco Bomb, Waffles, Chocolate Decadence, Melted Chocolate",500
50297,Kolkata Biryani Center,Yes,No,3.8 /5,"Donut, Coffee, Cup Cake, Choco Bomb, Waffles, Chocolate Decadence, Melted Chocolate",250
50298,Pita Pit,Yes,No,3.9 /5,"Donut, Coffee, Cup Cake, Choco Bomb, Waffles, Chocolate Decadence, Melted Chocolate",500
50299,Nasi And Mee,Yes,Yes,4.4 /5,"Noodles, Dumplings, Jumbo Prawns, Nasi Goreng, Papaya Salad, Sushi, Momos",1000
50301,You Mee,Yes,No,4.7 /5,"Ramen, Sushi Platter, Sushi Bar, Pork Dumplings, Maki Roll, Japanese Green Tea, Thai Red Curry",2000
50304,Rishitha Restaurant,Yes,No,3.8 /5,"Ramen, Sushi Platter, Sushi Bar, Pork Dumplings, Maki Roll, Japanese Green Tea, Thai Red Curry",500
50305,KA53,Yes,No,3.9 /5,"Paneer Pasanda, Panneer Butter Masala, Murgh Platter, Veg Platter, Jeera Rice",300
50307,Biryani Express,Yes,No,3.7 /5,"Paneer Pasanda, Panneer Butter Masala, Murgh Platter, Veg Platter, Jeera Rice",600
50308,The Grilled & Fried,Yes,No,3.3 /5,"Potato Fries, Chicken Curry",300
50309,YumYumDilli,Yes,No,3.4 /5,"Potato Fries, Chicken Curry",500
50312,New Rajalakshmi Sweets,Yes,No,3.3 /5,"Potato Fries, Chicken Curry",300
50313,Ooh La La,Yes,No,3.7 /5,Paneer Manchurian,500
50314,Keventers,Yes,No,2.9 /5,"Thick Shakes, Rasmalai, Milk Shake",400
50315,Shan-e-Punjabi Express,Yes,No,3.1 /5,Chicken Biryani,400
50316,Cake Dilim,Yes,No,3.7 /5,Chicken Biryani,400
50317,The Litti Company,Yes,No,3.5 /5,Chicken Biryani,400
50318,Special Biryani House,Yes,No,3.2 /5,Chicken Biryani,400
50319,Raapchick,Yes,No,3.6 /5,Burgers,300
50320,Reddy's Restaurant,Yes,No,3.1 /5,Burgers,400
50322,Masala Chai,Yes,No,4.1 /5,"Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich",250
50323,Petuk,Yes,No,3.7 /5,"Biryani, Fish, Mughlai Paratha",400
50326,Andal Mess,Yes,No,3.6 /5,"Biryani, Fish, Mughlai Paratha",300
50327,Little Onnion,Yes,No,3.8 /5,"Vegetable Biryani, Dum Biryani, Kheer",500
50328,Chatpata India,Yes,No,3.9 /5,"Chaat, Raj Kachori",400
50329,Toscano,Yes,Yes,4.2 /5,"Pizza, Pasta, Mocktails, Tiramisu, Salads, Cocktails, Wine",1500
50330,Happy Endings,Yes,No,4.1 /5,"Brownie, Blueberry Cheesecake, Chocolate Truffle, Blueberry Shake, Tiramisu, German Chocolate, Thick Shakes",300
50332,Biggies Burger 'n' More,Yes,No,4.0 /5,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger",400
50333,Chikpet Donne Biriyani House,Yes,No,3.3 /5,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger",400
50334,The Milkshake Theory,Yes,No,NEW,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger",400
50336,Best In Klass,Yes,No,3.2 /5,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger",200
50337,Hunger Stop,Yes,No,3.7 /5,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger",300
50338,Rayalaseema Foods,Yes,No,3.3 /5,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger",400
50339,Hotel Uttam Sagar,Yes,No,3.6 /5,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger",400
50340,Nikhil's Food Court,Yes,No,3.5 /5,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger",300
50342,Domino's Pizza,Yes,No,3.0 /5,Pizza,400
50344,Nagas,Yes,No,3.4 /5,"Biryani, Chilli Chicken",500
50345,Punjab Bistro,Yes,Yes,4.2 /5,"Paan Shot, Butter Chicken, Paratha, Veg Platter, Dal Makhani, Aam Panna, Multani Paneer Tikka",1500
50347,Urban Grills Restaurant,No,No,3.5 /5,"Paan Shot, Butter Chicken, Paratha, Veg Platter, Dal Makhani, Aam Panna, Multani Paneer Tikka",700
50348,Cookie Man,Yes,No,3.0 /5,"Paan Shot, Butter Chicken, Paratha, Veg Platter, Dal Makhani, Aam Panna, Multani Paneer Tikka",150
50349,New Punjabi Tasty Khana,Yes,No,3.0 /5,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani",400
50351,Meat And Eat,Yes,No,3.4 /5,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani",500
50354,Online Cake and Flower.com,Yes,No,3.2 /5,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani",500
50357,Aryan's Kitchen,Yes,No,3.1 /5,"Chaat, Burgers",500
50358,InnerChef,Yes,No,3.7 /5,"Salads, Butter Chicken Roll, Chocolate Cake, Dal Makhani, Brownie, Paratha, Pasta",500
50362,Shizusan Shophouse & Bar,Yes,Yes,4.4 /5,"California Roll, Cocktails, Mocktails, Maki Roll, Noodles, Veg Sushi, Momos",1800
50363,The Duke Of Juices,Yes,No,3.7 /5,"California Roll, Cocktails, Mocktails, Maki Roll, Noodles, Veg Sushi, Momos",200
50364,Thanco's Natural Ice Cream,Yes,No,3.7 /5,Tender Coconut Ice Cream,450
50368,Whitefield Social,Yes,No,4.1 /5,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma",1500
50369,Premium Bombay Kulfi,Yes,No,3.2 /5,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma",150
50370,Kreme Delight,Yes,No,3.4 /5,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma",300
50371,Punjabi by Nature 2.0,Yes,No,4.2 /5,"Beer, Tandoori Chicken, Dahi Kebab, Paneer Tikka, Dal Makhani, Mocktails, Butter Chicken",1600
50372,Grilliez,Yes,No,NEW,"Beer, Tandoori Chicken, Dahi Kebab, Paneer Tikka, Dal Makhani, Mocktails, Butter Chicken",400
50373,Hotel Sai Renaissance,Yes,Yes,3.6 /5,"Beer, Tandoori Chicken, Dahi Kebab, Paneer Tikka, Dal Makhani, Mocktails, Butter Chicken",450
50374,Oliver's Pub & Diner,Yes,Yes,3.9 /5,"Pizza, Beer, Cocktails, Nachos, Pasta, Moo Burger, Noodles",1500
50375,Maziga,No,No,4.7 /5,"Mocktails, Fish, Biryani, Dal Makhani, Wine, Risotto, Chaat",1500
50376,NISO Chinese Restaurant,No,No,3.9 /5,"Mocktails, Fish, Biryani, Dal Makhani, Wine, Risotto, Chaat",350
50378,Samosa Singh,Yes,No,3.4 /5,"Mocktails, Fish, Biryani, Dal Makhani, Wine, Risotto, Chaat",250
50381,The Wok Shop,Yes,No,4.2 /5,"Momos, Chocolate Bar, Fish, Sweet Potato Fries, Dumplings, Rice Noodles, Paneer Bao",500
50382,Bakingo,Yes,No,3.4 /5,"Momos, Chocolate Bar, Fish, Sweet Potato Fries, Dumplings, Rice Noodles, Paneer Bao",500
50384,Starter House,Yes,No,3.6 /5,"Momos, Chocolate Bar, Fish, Sweet Potato Fries, Dumplings, Rice Noodles, Paneer Bao",250
50387,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6 /5,"Burgers, Pasta, Chicken Sandwich, Chocolate Cake",500
50388,Milkyway Ice Creams & Fast Food,Yes,No,3.7 /5,"Burgers, Pasta, Chicken Sandwich, Chocolate Cake",200
50389,Taste Of India Family Restaurant,Yes,No,3.2 /5,"Mutton Biryani, Roti",400
50390,World In A Bowl,Yes,No,3.5 /5,"Mutton Biryani, Roti",600
50391,The Whitefield Arms Pub & Microbrewery,Yes,Yes,4.2 /5,"Beer, Chicken Tikka, Cosmopolitan, Burgers, Cocktails, Mocktails, Pudding",1600
50392,Grill Point,Yes,No,2.9 /5,"Beer, Chicken Tikka, Cosmopolitan, Burgers, Cocktails, Mocktails, Pudding",500
50394,The Deli - The Den Bengaluru,Yes,No,3.7 /5,"Beer, Chicken Tikka, Cosmopolitan, Burgers, Cocktails, Mocktails, Pudding",600
50397,Mad About China,Yes,No,3.9 /5,"Beer, Chicken Tikka, Cosmopolitan, Burgers, Cocktails, Mocktails, Pudding",600
50402,Hotel Manu Residency,Yes,No,3.8 /5,"Noodles, Andhra Meal",550
50406,YumYumSouth,Yes,No,3.5 /5,Lemon Rice,600
50408,The Wok,Yes,No,2.8 /5,"Momos, Chop Suey",500
50410,Gelato Italiano,Yes,No,3.3 /5,"Momos, Chop Suey",200
50412,Sri Sai Bhavan,No,No,3.6 /5,"Momos, Chop Suey",300
50413,The Big Spoon,Yes,No,3.8 /5,"Momos, Chop Suey",750
50414,Cake 24x7,Yes,No,3.2 /5,"Momos, Chop Suey",450
50416,Kettle & Kegs,Yes,No,3.4 /5,"Momos, Chop Suey",200
50418,Hotel Triloka,Yes,No,3.3 /5,"Momos, Chop Suey",400
50421,The Beer Cafe,Yes,Yes,4.1 /5,"Cocktails, Wheat Beer, Bruschettas, Pasta, Burgers, Supreme Pizza, Nachos",1400
50422,Petoo,Yes,No,4.0 /5,"Biryani, Gulab Jamun, Pav Bhaji",800
50423,ASIA SEVEN,Yes,No,3.3 /5,"Biryani, Gulab Jamun, Pav Bhaji",300
50427,Windy- Taste Of Home,Yes,Yes,3.6 /5,"Thali, Biryani, Aloo Paratha",300
50431,Anushka Restaurant,Yes,No,3.4 /5,"Thali, Biryani, Aloo Paratha",600
50432,Harry's Bar + Cafe,Yes,Yes,4.1 /5,"Cocktails, Beer, Long Island Iced Tea, Pasta, Chicken Satay, Lamb Burger, Onion Rings",1200
50435,Angaar Biriyani,Yes,No,3.7 /5,Paneer Biryani,400
50437,Purani Dehli,Yes,No,2.6 /5,"Chaat, Chole Bhature, Lassi, Paratha, Chhole Bhature, Panipuri, Raj Kachori",600
50439,Taste of Chettinad,Yes,No,3.2 /5,"Chaat, Chole Bhature, Lassi, Paratha, Chhole Bhature, Panipuri, Raj Kachori",400
50440,Sbarro,No,No,3.3 /5,"Garlic Bread, Pasta, Cheesy Pizza",500
50441,Sherlock's Pub,Yes,Yes,3.3 /5,"Beer, Pasta, Pepper Chicken, Cocktails, Onion Rings, Mocktails, Supreme Pizza",1500
50442,Foodhall,Yes,No,3.8 /5,"Beer, Pasta, Pepper Chicken, Cocktails, Onion Rings, Mocktails, Supreme Pizza",700
50443,Treatley,Yes,No,3.1 /5,"Paneer Curry, Sandwiches, Dal Makhani, Rice Bowl, Butter Chicken Box, Cheese Paratha, Panneer Butter Masala",500
50447,Bangalore Agarwal Bhavan,Yes,No,3.3 /5,"Paneer Curry, Sandwiches, Dal Makhani, Rice Bowl, Butter Chicken Box, Cheese Paratha, Panneer Butter Masala",500
50449,Mithai Time,Yes,No,3.0 /5,"Paneer Curry, Sandwiches, Dal Makhani, Rice Bowl, Butter Chicken Box, Cheese Paratha, Panneer Butter Masala",200
50450,Haagen Dazs,Yes,No,3.9 /5,"Coffee, Hot Chocolate, Raspberry Sorbet, Cheesecake Ice Cream, Chocolate Sundae",800
50451,Lemon Krust,Yes,No,4.0 /5,"Cup Cake, Brownie",150
50454,Tandooriwala,Yes,No,2.7 /5,"Cup Cake, Brownie",700
50455,Amoeba Sports Bar,Yes,Yes,3.9 /5,"Pasta, Fish, Beer, Chicken Wings, Mocktails, Gulab Jamun, Lunch Buffet",1000
50456,Amaravati Authentic Andhra Restaurant,No,No,3.1 /5,"Thali, Chilli Chicken, Chicken Curry, Andhra Meal, Vegetable Biryani",600
50457,Kabab Mandra,No,No,2.7 /5,"Chicken Grill, Chicken Tikka Roll, Grape Juice, Biryani, Shawarma Roll, Tandoori Chicken, Tandoori Raan",300
50458,Chinese Street,Yes,No,3.1 /5,"Manchurian, Chop Suey, Chilli Paneer, Hunan Chicken",650
50460,Dilli Dil Se,Yes,No,3.6 /5,"Manchurian, Chop Suey, Chilli Paneer, Hunan Chicken",400
50461,Drunken Monkey,Yes,No,3.3 /5,"Manchurian, Chop Suey, Chilli Paneer, Hunan Chicken",500
50464,Dilli Galli,Yes,No,3.6 /5,"Chole Bhature, Paratha",200
50465,Inhouse Burger,No,No,3.3 /5,"Chole Bhature, Paratha",400
50466,The Punjabi Park,Yes,No,3.5 /5,"Butter Naan, French Fries",500
50467,Brilram's Balaji Bhavan,No,No,3.9 /5,"Kulcha, Chole Bhature, Chaat, Paneer Tikka Masala, Coffee",700
50468,Kerala Restaurant,No,No,3.4 /5,"Kulcha, Chole Bhature, Chaat, Paneer Tikka Masala, Coffee",450
50469,Vegtaurant,Yes,No,3.7 /5,Paratha,300
50471,The Chefs Specials,Yes,No,NEW,Paratha,400
50472,Auntie Fung's,Yes,No,3.8 /5,Paratha,700
50475,Marigold Fine Dine Restaurant,No,Yes,4.0 /5,"Chicken Satay, Chicken Chettinad, Sea Food, Salads, Pumpkin Soup, Chicken Soup, Mousse",1500
50477,Shyam's Lunch Box,Yes,No,3.2 /5,"Chicken Satay, Chicken Chettinad, Sea Food, Salads, Pumpkin Soup, Chicken Soup, Mousse",300
50479,BelgYum,Yes,No,NEW,"Chicken Satay, Chicken Chettinad, Sea Food, Salads, Pumpkin Soup, Chicken Soup, Mousse",400
50481,Treat Restaurant,Yes,No,2.8 /5,"Appam, Egg Curry",400
50482,Aashish Foods,Yes,No,2.7 /5,Paratha,150
50483,Krutunga Restaurant,Yes,No,3.0 /5,Paratha,400
50484,Lulu's Bakery & Fast Food,Yes,No,3.6 /5,"Biryani, Shawarma",300
50485,Smoke - The Sizzler House,No,No,3.6 /5,"Pasta, Noodles, Brownie, Chicken Steak, Salad, Potato Wedges, Paneer Shashlik",800
50486,Master Brothers,Yes,No,3.4 /5,"Pasta, Noodles, Brownie, Chicken Steak, Salad, Potato Wedges, Paneer Shashlik",450
50487,Suryawanshi,Yes,No,4.2 /5,"Misal Pav, Mutton Fry, Malwani Food, Mutton Thali, Chicken Fry, Sabudana Vada, Chicken Handi",700
50489,Basmati Restaurant,Yes,No,3.4 /5,"Misal Pav, Mutton Fry, Malwani Food, Mutton Thali, Chicken Fry, Sabudana Vada, Chicken Handi",350
50491,Oregano Soul Food,Yes,No,4.1 /5,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread",700
50493,The Kim Chi Chef,Yes,No,4.0 /5,"Noodle, Momos, Manchow Soup",900
50495,Taishty,Yes,No,3.7 /5,Paratha,200
50496,Mist n Creams,Yes,No,3.6 /5,Paratha,400
50497,Biting Junction,Yes,No,3.9 /5,"Mutton Curry, Kulcha, Biryani, Chicken Curry",350
50498,Rajdhani Thali Restaurant,Yes,Yes,3.9 /5,"Dal Kichadi, Gulab Jamun, Buttermilk, Aamras, Grand Thali, Dhokla, Jalebi",900
50500,Burgundy - Royal Orchid Suites,No,Yes,3.9 /5,"Salads, Naan, Lunch Buffet, Dal Halwa",1200
50502,The Taste Players,Yes,No,3.7 /5,"Salads, Naan, Lunch Buffet, Dal Halwa",500
50503,Prathika Annapurna Grand,Yes,No,3.5 /5,"Salads, Naan, Lunch Buffet, Dal Halwa",500
50504,Freshkhilao,Yes,No,3.3 /5,"Chicken Grill, Masala Papad, Shawarma, Mutton Kosha, Paratha, Kalmi Kebab, Gulab Jamun",750
50505,Hoodi Baba A Str-eat Caff,Yes,No,3.7 /5,"Chicken Grill, Masala Papad, Shawarma, Mutton Kosha, Paratha, Kalmi Kebab, Gulab Jamun",300
50506,Andhra Biryanis,Yes,No,4.0 /5,Biryani,700
50507,Hyderabad Biryaani House,Yes,No,3.6 /5,"Chicken Biryani, Mutton Biryani, Hyderabadi Biryani, Vegetable Biryani",700
50508,Dilli Darbar,Yes,No,3.4 /5,"Thali, Manchurian, Chicken Keema, Chicken Biryani, Butter Chicken, Paneer Mirch Masala, Naan",500
50509,Chinese Chaska,Yes,No,3.1 /5,"Thali, Manchurian, Chicken Keema, Chicken Biryani, Butter Chicken, Paneer Mirch Masala, Naan",550
50510,Apsara Ice Cream,No,No,4.0 /5,"Panipuri, Guava Ice Cream",200
50511,Bhagini IRIS,No,No,3.7 /5,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala",600
50512,Dragon Box,Yes,No,3.0 /5,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala",450
50513,Oakleaf,Yes,No,3.9 /5,Salmon,2000
50514,Indian Tadka,Yes,No,3.7 /5,"Rice, Paratha, Chicken Tikka Biryani, Tandoori Chicken, Lassi, Dal Makhani, Punjabi Veg Thali",700
50515,Biriyani Zone,Yes,No,3.9 /5,"Pepper Chicken, Hyderabadi Biryani, Chicken Lollipop, Mutton Biryani, Chicken Biryani, Vegetable Noodles, Paneer Tikka Masala",800
50517,Delhi Walle,No,No,3.7 /5,"Lassi, Chaat, Chole Bhature, Jalebi, Panipuri, Thali, Paratha",300
50518,Visantoe,Yes,No,3.2 /5,"Lassi, Chaat, Chole Bhature, Jalebi, Panipuri, Thali, Paratha",400
50519,Arusuvai D' Kitchen,Yes,No,3.7 /5,"Lassi, Chaat, Chole Bhature, Jalebi, Panipuri, Thali, Paratha",350
50520,Izakaya Gastro Pub,Yes,Yes,3.8 /5,"Beer, Chicken Guntur, Paneer Tikka, Fish, Noodles, Cocktails, Gulab Jamun",1200
50522,Pulla Reddy Sweets,No,No,3.7 /5,"Beer, Chicken Guntur, Paneer Tikka, Fish, Noodles, Cocktails, Gulab Jamun",250
50523,Punjabi Kitchen,Yes,No,3.6 /5,"Butter Naan, Kulcha, Paratha, Butter Chicken, Shawarma, Roti, Thali",400
50524,Kamat Yatrinivas,No,No,3.0 /5,"Thali, Jowar Roti, Brinjal Curry, Coffee, Buttermilk, Salad, Akki Rottis",500
50525,Sorse,Yes,Yes,4.1 /5,"Fish, Prawn Malai Curry, Mishti Doi, Biryani, Dhokar Dalna, Mutton Kosha, Malpua",750
50527,Spicy Andhra,Yes,No,3.2 /5,"Fish, Prawn Malai Curry, Mishti Doi, Biryani, Dhokar Dalna, Mutton Kosha, Malpua",500
50528,Expresso Restaurant,Yes,No,3.5 /5,"Fish, Prawn Malai Curry, Mishti Doi, Biryani, Dhokar Dalna, Mutton Kosha, Malpua",400
50529,Cafe Noir,Yes,No,3.4 /5,"Fish, Prawn Malai Curry, Mishti Doi, Biryani, Dhokar Dalna, Mutton Kosha, Malpua",1500
50530,The Square Table,Yes,Yes,4.2 /5,"Kadhai Murgh, Lassi, Rabri, Mutton Biryani, Malpua, Chaat, Dal Makhani",1000
50531,Hyderabad Chefs,Yes,No,4.0 /5,"Mutton Biryani, Hyderabadi Biryani, Chicken Biryani, Bamboo Chicken, Bbq Chicken, Vegetable Biryani, Tandoori Roti",800
50536,Dande Hyderabad Biryani,Yes,No,3.4 /5,"Mutton Biryani, Hyderabadi Biryani, Chicken Biryani, Bamboo Chicken, Bbq Chicken, Vegetable Biryani, Tandoori Roti",500
50537,Rolls On Wheels,No,No,3.1 /5,"Rolls, Momos, Fries, Chicken Manchurian Roll",300
50541,Alpha - House of Biryani & Tandoor,Yes,No,3.5 /5,"Raita, Paneer Biryani",800
50543,Kapoor's Cafe,No,No,4.2 /5,"Paratha, Matka Lassi, Rabri, Puri Sabzi, Masala Soda, Chaach, Veg Kolhapuri",800
50544,Kabab Mirchi,No,No,3.5 /5,"Chicken Grill, Dal Fry, Arabian Grape Juice, Rumali Roti, Shawarma Roll",350
50545,Shaan-E-Punjab,Yes,No,2.9 /5,"Butter Chicken, Chicken Tikka Masala, Paneer Tikka Masala, Sweet Lassi",500
50547,Nandi Mess - Feel Like Mom's,Yes,No,3.7 /5,"Butter Chicken, Chicken Tikka Masala, Paneer Tikka Masala, Sweet Lassi",250
50548,Lucky Singh & Co,No,No,4.0 /5,"Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer",350
50550,Hyderabad Biryani,Yes,No,3.2 /5,"Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer",300
50551,Cheers Life,No,No,3.4 /5,"Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer",300
50552,SV Restaurant,Yes,No,3.1 /5,"Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer",550
50553,Nisarga Restaurant,Yes,No,3.4 /5,"Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer",300
50554,Dhadoom,No,No,NEW,"Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer",450
50555,Delhi Mahal,Yes,No,3.1 /5,"Roti, Dal Tadka",400
50557,Metrolicious,Yes,No,3.5 /5,"Roti, Dal Tadka",400
50558,Apna Hotel,Yes,No,3.5 /5,"Roti, Dal Tadka",300
50560,Tanuja Home Food,Yes,No,3.1 /5,"Roti, Dal Tadka",300
50562,California Burrito,No,No,3.9 /5,"Rice Bowl, Nachos, Rice Bowls, California Burrito, Burrito Bowl, Salads, Tacos",400
50563,New Paratha Corner,Yes,No,3.9 /5,"Rice, Paratha, Thali",350
50564,Salt Mango Tree,Yes,No,4.2 /5,"Mushroom Soup, Faluda, Paratha, Banana Fritters, Fruit Juices, Kerala Parotta, Murgh Ghee Roast",1000
50565,Noodle Bar,No,Yes,4.0 /5,"Crispy Thread Paneer, Hakka Noodles, Momos, Clear Soup, Prawn, Mocktails, Chilli Chicken",1400
50567,The Andhra Bhojanam,Yes,No,3.3 /5,"Crispy Thread Paneer, Hakka Noodles, Momos, Clear Soup, Prawn, Mocktails, Chilli Chicken",300
50568,Desi Khana,Yes,No,3.3 /5,"Crispy Thread Paneer, Hakka Noodles, Momos, Clear Soup, Prawn, Mocktails, Chilli Chicken",300
50570,King Of Spices,Yes,No,3.7 /5,"Crispy Thread Paneer, Hakka Noodles, Momos, Clear Soup, Prawn, Mocktails, Chilli Chicken",500
50571,Temptation,Yes,No,NEW,Mutton Curry,500
50572,Hasee-E-Shan Makers Of Biryani,Yes,No,3.5 /5,Mutton Curry,500
50575,Picnik,Yes,No,NEW,Mutton Curry,300
50576,Sizzles,No,No,3.5 /5,Mutton Curry,800
50577,Chulha Chauki Da Dhaba,Yes,No,4.2 /5,"Lassi, Malai Kebab, Kadhai Mushroom, Lahori Chicken, Chicken Keema, Paneer Kofta, Panneer Butter Masala",800
50578,Curries And Pickles,Yes,No,3.1 /5,"Lassi, Malai Kebab, Kadhai Mushroom, Lahori Chicken, Chicken Keema, Paneer Kofta, Panneer Butter Masala",250
50579,Biryani House,No,No,3.6 /5,"Lassi, Malai Kebab, Kadhai Mushroom, Lahori Chicken, Chicken Keema, Paneer Kofta, Panneer Butter Masala",450
50580,A Southern Fair,Yes,No,3.0 /5,"Lassi, Malai Kebab, Kadhai Mushroom, Lahori Chicken, Chicken Keema, Paneer Kofta, Panneer Butter Masala",750
50582,Kshatriya's Kitchen,Yes,No,3.7 /5,"Lassi, Malai Kebab, Kadhai Mushroom, Lahori Chicken, Chicken Keema, Paneer Kofta, Panneer Butter Masala",300
50583,Calvin's,No,No,3.9 /5,"Pasta, Burgers, Thick Shakes, Sunday Brunch, Apple Pie, Waffles, Sandwiches",600
50585,Kidilum,Yes,No,3.8 /5,"Beef Fry, Appam, Chicken Curry, Kerala Parotta, Idiyappam, Egg Curry, Biryani",350
50587,Punjab Junction,Yes,No,3.2 /5,"Beef Fry, Appam, Chicken Curry, Kerala Parotta, Idiyappam, Egg Curry, Biryani",350
50588,Bangalore Mandarin,Yes,No,4.3 /5,"Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Wonton, Clear Soup, Fish",1100
